questions,answer,category
Apa topik-topik penelitian yang diminati oleh Andi Reza?,Andi Reza memiliki minat penelitian pada Tata Kelola TI dan Rekayasa Proses Bisnis.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Arief Andy?,Email untuk menghubungi Arief Andy adalah ariefas[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Arief Andy?,Email untuk menghubungi Arief Andy adalah ariefas[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Arief Andy?,"Nama lengkap Arief Andy Soebroto, S.T., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Arief Andy mengambil program studi S1?,Arief Andy mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Arief Andy di Departemen Teknik Informatika (DTIF)?,Arief Andy mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Arief Andy?,Bidang penelitian Arief Andy melibatkan Kecerdasan Buatan.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Arief Andy?,Arief Andy memiliki minat penelitian pada Kecerdasan Buatan.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Aryo Pinandito?,Email untuk menghubungi Aryo Pinandito adalah aryo[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Aryo Pinandito?,"Nama lengkap Aryo Pinandito, S.T., M.MT., Ph.D.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Aryo Pinandito mengambil program studi S1?,Aryo Pinandito mengambil program studi S1 di Departemen Sistem Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Aryo Pinandito di Departemen Sistem Informasi (DSI)?,Aryo Pinandito mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Aryo Pinandito?,"Bidang penelitian Aryo Pinandito melibatkan Pengembangan aplikasi perangkat bergerak dan berbasis web, rekayasa perangkat lunak, pola-pola perancangan, analisis dan desain sistem informasi, kecerdasan buatan, text mining, algoritma genetik, Sistem Informasi Geografis.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Aryo Pinandito?,"Aryo Pinandito memiliki minat penelitian pada Pengembangan aplikasi perangkat bergerak dan berbasis web, rekayasa perangkat lunak, pola-pola perancangan, analisis dan desain sistem informasi, kecerdasan buatan, text mining, algoritma genetik, Sistem Informasi Geografis.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Aswin?,Email untuk menghubungi Aswin adalah aswin[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Aswin?,"Nama lengkap Aswin Suharsono, S.T., M.T.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Aswin mengambil program studi S1?,Aswin mengambil program studi S1 di Departemen Pendidikan Teknologi Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Aswin di Departemen Sistem Informasi (DSI)?,Aswin mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Aswin?,Bidang penelitian Aswin melibatkan Machine Learning.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Aswin?,Aswin memiliki minat penelitian pada Machine Learning.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Barlian?,Email untuk menghubungi Barlian adalah barlian[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Barlian?,"Nama lengkap Barlian Henryranu Prasetio, S.T., M.T., Ph.D.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Barlian mengambil program studi S1?,Barlian mengambil program studi S1 di Departemen Teknik Komputer.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Barlian di Departemen Teknik Informatika (DTIF)?,Barlian mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Barlian?,"Bidang penelitian Barlian melibatkan embedded system, machine learning, speech and signal processing.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Barlian?,"Barlian memiliki minat penelitian pada embedded system, machine learning, speech and signal processing.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Bayu Priyambadha?,Email untuk menghubungi Bayu Priyambadha adalah bayu_priyambadha[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Bayu Priyambadha?,"Nama lengkap Bayu Priyambadha, S.Kom., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Bayu Priyambadha mengambil program studi S1?,Bayu Priyambadha mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Bayu Priyambadha di Departemen Teknik Informatika (DTIF)?,Bayu Priyambadha mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Bayu Priyambadha?,Email untuk menghubungi Bayu Priyambadha adalah bayu_priyambadha[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Bayu Priyambadha?,"Nama lengkap Bayu Priyambadha, S.Kom., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Bayu Priyambadha mengambil program studi S1?,Bayu Priyambadha mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Bayu Priyambadha di Departemen Teknik Informatika (DTIF)?,Bayu Priyambadha mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Bayu Priyambadha?,"Bidang penelitian Bayu Priyambadha melibatkan Software Design, Software Maintenance, Software Evolution, Software Testing.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Bayu Priyambadha?,"Bayu Priyambadha memiliki minat penelitian pada Software Design, Software Maintenance, Software Evolution, Software Testing.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Bayu Rahayudi?,Email untuk menghubungi Bayu Rahayudi adalah ubay1[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Bayu Rahayudi?,"Nama lengkap Bayu Rahayudi, S.T., M.M.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Bayu Rahayudi mengambil program studi S1?,Bayu Rahayudi mengambil program studi S1 di Departemen Teknologi Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Bayu Rahayudi di Departemen Sistem Informasi (DSI)?,Bayu Rahayudi mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Bayu Rahayudi?,"Bidang penelitian Bayu Rahayudi melibatkan Pengenalan Pola, Visi Komputer, Klasifikasi dan Prediksi.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Bayu Rahayudi?,"Bayu Rahayudi memiliki minat penelitian pada Pengenalan Pola, Visi Komputer, Klasifikasi dan Prediksi.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Bondan?,Email untuk menghubungi Bondan adalah bondan.jalin[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Bondan?,"Nama lengkap Bondan Sapta Prakoso, S.T., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Bondan mengambil program studi S1?,Bondan mengambil program studi S1 di Departemen Sistem Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Bondan di Departemen Sistem Informasi (DSI)?,Bondan mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Bondan?,Bidang penelitian Bondan melibatkan Sistem Informasi Manajemen.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Bondan?,Bondan memiliki minat penelitian pada Sistem Informasi Manajemen.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Buce Trias?,Email untuk menghubungi Buce Trias adalah buce_trias[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Buce Trias?,"Nama lengkap Buce Trias Hanggara, S.Kom., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Buce Trias mengambil program studi S1?,S1 Sistem Informasi,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Buce Trias di Departemen Sistem Informasi (DSI)?,Departemen Sistem Informasi (DSI),Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian Buce Trias?,"UI/UX, Sistem Korporasi, Manajemen Proses Bisnis, Tata Kelola TI, Pengembangan Aplikasi Mobile dan Website",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Budi Darma Setiawan?,Email untuk menghubungi Budi Darma Setiawan adalah s.budidarma[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Budi Darma Setiawan?,"Nama lengkap Budi Darma Setiawan, S.Kom., M.Cs., Dr-Eng.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Budi Darma Setiawan mengambil program studi S1?,Budi Darma Setiawan mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Budi Darma Setiawan di Departemen Teknik Informatika (DTIF)?,Budi Darma Setiawan mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Budi Darma Setiawan?,"Bidang penelitian Budi Darma Setiawan melibatkan Behavior Informatics, Pengenalan pola, Data mining.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Budi Darma Setiawan?,"Budi Darma Setiawan memiliki minat penelitian pada Behavior Informatics, Pengenalan pola, Data mining.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Candra Dewi?,Email untuk menghubungi Candra Dewi adalah dewi_candra[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Candra Dewi?,"Nama lengkap Candra Dewi, S.Kom, M.Sc.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Candra Dewi mengambil program studi S1?,Candra Dewi mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Candra Dewi di Departemen Teknik Informatika (DTIF)?,Candra Dewi mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Candra Dewi?,Bidang penelitian Candra Dewi melibatkan Komputasi Cerdas.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Candra Dewi?,Candra Dewi memiliki minat penelitian pada Komputasi Cerdas.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Dahnial Syauqy?,Email untuk menghubungi Dahnial Syauqy adalah dahnial87[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Dahnial Syauqy?,"Nama lengkap Dahnial Syauqy, S.T., M.T.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Dahnial Syauqy mengambil program studi S1?,Dahnial Syauqy mengambil program studi S1 di Departemen Teknik Komputer.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Dahnial Syauqy di Departemen Teknik Informatika (DTIF)?,Dahnial Syauqy mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Dahnial Syauqy?,"Bidang penelitian Dahnial Syauqy melibatkan Sistem Embedded, Sistem perangkat cerdas, Wearable System, dan Robotika.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Dahnial Syauqy?,"Dahnial Syauqy memiliki minat penelitian pada Sistem Embedded, Sistem perangkat cerdas, Wearable System, dan Robotika.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Dany Primanita?,Email untuk menghubungi Dany Primanita adalah dany.jalin[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Dany Primanita?,"Nama lengkap Dany Primanita Kartikasari, S.T., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Dany Primanita mengambil program studi S1?,S1 Teknik Informatika,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Dany Primanita di Departemen Teknik Informatika (DTIF)?,Departemen Teknik Informatika (DTIF),Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Denny Sagita Rusdianto?,Email untuk menghubungi Denny Sagita Rusdianto adalah denny.sagita[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Denny Sagita Rusdianto?,"Nama lengkap Denny Sagita Rusdianto, S.Kom., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Denny Sagita Rusdianto mengambil program studi S1?,Denny Sagita Rusdianto mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Denny Sagita Rusdianto di Departemen Teknik Informatika (DTIF)?,Denny Sagita Rusdianto mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Denny Sagita Rusdianto?,"Bidang penelitian Denny Sagita Rusdianto melibatkan Software Engineering, User Experience.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Denny Sagita Rusdianto?,"Denny Sagita Rusdianto memiliki minat penelitian pada Software Engineering, User Experience.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Diah Priharsari?,Email untuk menghubungi Diah Priharsari adalah diah.priharsari[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Diah Priharsari?,"Nama lengkap Diah Priharsari, S.T., M.T., Ph.D.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Diah Priharsari mengambil program studi S1?,Diah Priharsari mengambil program studi S1 di Departemen Sistem Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Diah Priharsari di Departemen Sistem Informasi (DSI)?,Diah Priharsari mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Diah Priharsari?,"Bidang penelitian Diah Priharsari melibatkan Information Systems Design, Information Systems Implementation, Digital Transformation, Social Media Analysis, Technology Analysis, Online Collaboration.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Diah Priharsari?,"Diah Priharsari memiliki minat penelitian pada Information Systems Design, Information Systems Implementation, Digital Transformation, Social Media Analysis, Technology Analysis, Online Collaboration.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Djoko Pramono?,Email untuk menghubungi Djoko Pramono adalah djoko.jalin[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Djoko Pramono?,"Nama lengkap Djoko Pramono, S.T., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Djoko Pramono mengambil program studi S1?,Djoko Pramono mengambil program studi S1 di Departemen Sistem Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Djoko Pramono di Departemen Sistem Informasi (DSI)?,Djoko Pramono mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Djoko Pramono?,"Bidang penelitian Djoko Pramono melibatkan penelusuran perangkat lunak, pengembangan sistem informasi.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Djoko Pramono?,"Djoko Pramono memiliki minat penelitian pada penelusuran perangkat lunak, pengembangan sistem informasi.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Dian Eka?,Email untuk menghubungi Dian Eka adalah dian_ilkom[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Dian Eka?,"Nama lengkap Dian Eka adalah Dr. Dian Eka Ratnawati, S.Si., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Dian Eka mengambil program studi S1?,Dian Eka mengambil program studi S1 di Departemen Teknologi Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Dian Eka di Departemen Sistem Informasi (DSI)?,Dian Eka mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Dian Eka?,"Bidang penelitian Dian Eka melibatkan Pengenalan Pola, Optimasi, bioinformatika, data mining.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Dian Eka?,"Dian Eka memiliki minat penelitian pada Pengenalan Pola, Optimasi, bioinformatika, data mining.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Diva Kurnianingtyas?,Email untuk menghubungi Diva Kurnianingtyas adalah divaku[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Diva Kurnianingtyas?,"Nama lengkap Diva Kurnianingtyas adalah Dr. Diva Kurnianingtyas, S.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Diva Kurnianingtyas mengambil program studi S1?,Diva Kurnianingtyas mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Diva Kurnianingtyas di Departemen Teknik Informatika (DTIF)?,Diva Kurnianingtyas mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Achmad Ridok?,Email untuk menghubungi Achmad Ridok adalah acridokb[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
